file_name,class,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
rock.00000.wav,rock,-116.62627,109.25263,-23.163752,40.67948,-11.888837,23.152943,-15.409277,15.1249895,-13.522578,12.695887,-10.871556,8.497991,-11.577597,0.12909234,18.74271040133241,16.977615389993833,18.802250075050207,17.520429186655612,18.786479075539663,17.93351729328855,40.56427075375223,0.37538671,0.4899829,0.49544105,0.41691038,0.4765046,0.33138686,0.2833211,0.325555,0.3884531,0.50401485,0.2874396,0.27479997
rock.00001.wav,rock,-111.25285,134.15211,-24.65805,41.54234,-3.0750806,28.475191,-10.59955,14.917008,-14.410271,8.844091,-4.5479774,9.940146,-4.680241,0.1803724,26.135659386422805,17.492294075443898,19.39035155557813,17.600733794339146,19.154464611316758,18.449488024381395,38.4181621472916,0.29498082,0.31911126,0.3383049,0.39390814,0.47899717,0.3133994,0.27673933,0.30829057,0.4129999,0.4969466,0.39391893,0.3572556
rock.00002.wav,rock,-120.445526,117.5898,-27.635336,42.838066,-6.757944,21.64214,-12.10304,17.95223,-10.473286,12.275668,-6.5690436,13.523022,-2.420074,0.14856811,20.06591899100873,16.560839570865248,17.709032572934284,16.300874499470098,16.414017546266077,16.876519756029126,38.577908070214896,0.50704503,0.48393872,0.7297073,0.39711785,0.28936818,0.27613235,0.2931214,0.29485932,0.42637408,0.61495245,0.45172176,0.4770262
rock.00003.wav,rock,-156.54553,130.7242,-1.4807916,36.234592,0.3509127,31.955034,-0.6218728,20.156782,-11.339355,13.855699,-3.7898717,11.537828,-3.2142532,0.15122105,20.75886332752118,16.516184987603207,18.47715443460301,17.73266147244377,17.232709434838437,16.656233118850267,37.680272808928926,0.34336483,0.25151965,0.2474412,0.32053697,0.4762034,0.48080093,0.44954658,0.4815315,0.4856616,0.44135574,0.3094517,0.2739369
rock.00004.wav,rock,-127.970406,134.44084,1.0205101,54.43924,-0.4544706,35.814583,-10.856742,16.386305,-10.0327215,6.5924654,-6.6975994,11.041861,-8.380609,0.20865633,24.868696237954275,17.802482853640495,18.7459986301198,16.633181505029917,17.50239871351754,16.53428008408061,38.61279435137715,0.36216694,0.36138406,0.35536033,0.32183203,0.28315225,0.25592095,0.3339038,0.5450671,0.512038,0.461979,0.34720138,0.32186845
rock.00005.wav,rock,-62.36485,153.79044,-55.13121,28.010103,-6.850295,17.46384,-22.614672,18.14102,-12.584327,4.502157,-8.390483,7.216679,-2.5232487,0.20371321,26.634169124975738,15.264616317558884,18.756860564968708,16.519056775549636,18.564118016689452,18.888831780520672,38.9162437623278,0.63556147,0.46344283,0.44832417,0.33151257,0.40410283,0.19784161,0.23306726,0.27600208,0.31380114,0.48369592,0.32157752,0.41216758
rock.00006.wav,rock,-98.38648,136.57487,-46.71402,46.476673,-17.152012,10.547506,-14.580566,16.55133,-12.312679,3.701862,-12.647758,2.9513052,-12.505246,0.18003525,20.73273073005176,19.37490125679288,20.2396025587152,20.322344995156676,19.635214686458273,19.739409905663184,38.58553718451502,0.3208948,0.44570595,0.44266915,0.5137566,0.27510458,0.22419515,0.2786363,0.3266592,0.43654186,0.32671455,0.30688274,0.23605068
rock.00007.wav,rock,-140.46417,149.30049,-10.073525,38.784744,1.5350952,20.120266,-11.34188,16.292198,-13.255261,10.183559,-9.257683,4.699765,-8.370977,0.1570209,25.834017987424748,18.573100461365488,19.689772171382568,18.78137225531141,19.321761577542894,18.3093788985643,37.28634766073141,0.40850207,0.3421114,0.3675627,0.2899218,0.5177227,0.5221736,0.33342746,0.31746218,0.35570198,0.36598992,0.2082015,0.28072846
rock.00008.wav,rock,-14.946681,138.44057,-41.902412,22.075436,-18.676533,32.004406,-20.370274,15.703648,-17.348824,14.874468,-8.903126,12.260919,-5.8288655,0.26079375,28.390492213606397,14.87623623884165,17.531686904937274,15.982235455024322,18.872497081600397,16.42245184128124,41.78746114258422,0.3604298,0.47747108,0.4031369,0.36912033,0.33489344,0.29249617,0.37752077,0.520325,0.476082,0.5345362,0.39421514,0.3661411
rock.00009.wav,rock,-178.60347,154.00502,-4.958517,21.928644,-2.0540266,23.674204,-1.2848492,11.562133,-6.0270863,4.947251,-2.940482,5.409077,-4.1239824,0.1281802,28.34205941806011,18.105865625570104,19.97978851377427,20.162908475113746,19.678753135307502,16.359166156825772,33.6907396799028,0.54499733,0.31313172,0.31472477,0.2259102,0.37888044,0.5477351,0.60736084,0.53672993,0.29794616,0.2860336,0.14527926,0.31572777
rock.00010.wav,rock,-108.94804,114.95368,-5.2112894,46.19136,-9.136667,20.517895,-17.024096,24.221981,-8.050692,13.43937,-18.37755,8.584026,-11.401218,0.15342064,20.286521877304644,17.457216298010486,18.71556598482681,19.764774720991635,18.736756397607586,18.366680943794826,41.11639910055506,0.3435231,0.412443,0.45658162,0.29661933,0.31065893,0.2645734,0.38582462,0.46557778,0.4616215,0.5474119,0.4232696,0.4111515
rock.00011.wav,rock,-169.68312,119.105644,7.161805,53.429665,4.125313,23.133099,-5.721344,24.986755,-9.328979,13.474868,-14.278746,5.959376,-13.598075,0.1233552,20.668986489444066,19.020572277750915,20.811572747943234,20.88527416887967,19.3913394679764,18.54383913586892,38.53478350340475,0.37820953,0.2848797,0.2689085,0.3416675,0.23056139,0.24565293,0.24039052,0.41388628,0.65740734,0.418977,0.34842464,0.29067773
rock.00012.wav,rock,-204.6047,106.97547,-10.207929,45.585976,3.0347538,24.002531,-7.5044093,20.065851,-5.168004,8.738427,-10.105714,4.3647547,-6.9585667,0.07587266,19.388807411905262,19.179289629717772,18.092170672944608,17.105114898339437,16.811001711747334,16.66621734036817,36.110843182284356,0.34180355,0.41785187,0.34909675,0.2932224,0.30541974,0.28008425,0.30420843,0.27399856,0.3692605,0.4170669,0.3611923,0.35417664
rock.00013.wav,rock,-211.21675,95.75193,40.583527,68.280975,5.304847,30.969952,-5.2771754,22.821358,-1.6232678,17.491806,-11.495021,8.730979,-10.45692,0.13366963,19.6757373738159,18.87498484747111,22.87270345931765,20.015744895645327,18.7682394380397,18.94369296946907,38.929007138064634,0.3777409,0.3709933,0.56274015,0.579004,0.46661806,0.5059634,0.36737856,0.36191407,0.3281296,0.42384952,0.53767127,0.40101624
rock.00014.wav,rock,-256.37222,103.12504,-8.427773,48.58596,-4.1882467,17.339882,-6.681784,17.037977,-4.612256,5.318705,-10.017794,8.225862,-6.207776,0.053596962,17.4819074443215,17.852160751448213,18.550447244733153,17.556682401893674,18.306245955378763,18.079114535078244,34.11311097226145,0.37856632,0.2921491,0.3037498,0.31353003,0.3486328,0.35701546,0.4997486,0.47726807,0.38404632,0.309821,0.39878568,0.5064939
rock.00015.wav,rock,-174.93277,90.93342,-18.715296,41.614548,-8.878751,9.084968,-12.457277,13.13021,-9.691081,4.335098,-13.485934,6.740899,-10.384655,0.082274765,16.512225540848753,18.49245153198263,20.566836093682017,18.093526067637605,17.74409992964449,18.094579254376516,38.74093443835227,0.37222737,0.37839592,0.69059426,0.33725715,0.24345338,0.24771008,0.21082024,0.3143861,0.28946903,0.34796247,0.36715618,0.3262784
rock.00016.wav,rock,-15.672692,100.08496,-37.597607,45.951027,-20.771992,25.640266,-18.628998,26.507004,-20.164482,21.119764,-13.650189,10.966076,-15.529785,0.18441163,19.516572791886464,13.04998595760278,16.019690411856264,15.75477044366037,15.787686192635498,16.523661644616674,44.75758351924818,0.37542582,0.3797581,0.4606224,0.4122037,0.47891337,0.5263029,0.4521596,0.57736045,0.5505332,0.5035442,0.4440889,0.37679744
rock.00017.wav,rock,-41.4065,105.41008,-43.93526,54.118137,-18.419096,23.529263,-17.622051,20.664349,-18.46505,17.480465,-15.180026,11.313596,-14.159313,0.16600236,19.93765228194905,14.344064949655138,17.137422329784737,17.959372582428003,17.96944222706156,18.460768874944364,42.763935770731834,0.27019227,0.46595225,0.58876413,0.3803566,0.46084237,0.3601539,0.42722312,0.42270386,0.42674688,0.5576962,0.32578707,0.34067422
rock.00018.wav,rock,-67.59407,109.12802,-32.71142,45.652378,-11.680288,27.491205,-16.32995,22.081251,-15.446939,19.393972,-11.610447,11.576827,-10.516491,0.14066513,19.13233727131943,12.855422271410482,15.365066869829487,14.42727690569131,15.66500695260604,16.417233540432587,41.7441291083925,0.43491423,0.42456752,0.43295324,0.46141222,0.56226933,0.5098774,0.53406817,0.5606867,0.5000205,0.43770307,0.44063938,0.46680132
rock.00019.wav,rock,-84.1865,102.34356,-41.35082,47.032593,-16.94698,26.23382,-18.950123,18.797081,-21.695303,11.054098,-19.2392,5.234156,-16.756317,0.11220418,20.862670021580605,13.259302445790663,16.62153040394086,15.197907519589014,16.51418575735446,16.96660079247861,41.357113669379245,0.34291884,0.371033,0.35136732,0.43195996,0.5658073,0.48308325,0.4532655,0.41963232,0.5914268,0.374874,0.35054016,0.4948138
rock.00020.wav,rock,-56.960926,115.221,-30.44724,37.199028,-21.998432,21.875805,-19.772882,15.003683,-24.094864,17.788218,-17.29499,6.7472944,-10.742702,0.15243913,17.646225903904423,14.06674952611999,16.473802746126136,16.119540211873822,16.813507113294563,18.00295102586428,42.33885560748088,0.30319846,0.31656513,0.5129155,0.7069775,0.38839197,0.34247014,0.33442587,0.3764774,0.36328006,0.35526046,0.48772353,0.28847456
rock.00021.wav,rock,-55.33593,114.42697,-34.03885,37.997505,-22.330324,18.537243,-18.15919,13.812107,-27.804724,18.16542,-14.628683,6.551334,-8.264944,0.16144805,16.57378496421707,13.85234500068863,17.330452487703415,17.16661042697948,17.542888510666284,19.446202323531317,42.51469872647342,0.3042519,0.43181142,0.35162792,0.42397556,0.40273032,0.53633666,0.48473257,0.36961353,0.52533585,0.35461262,0.28347698,0.24655773
rock.00022.wav,rock,-34.634476,106.50068,-41.059685,33.668095,-27.229921,21.403963,-21.319082,14.005236,-27.781681,16.053364,-18.818726,5.6487145,-14.2938385,0.1737927,16.152673530103865,13.0907152233763,16.106070923169177,16.613386010955683,17.063547502390637,18.321097664232166,43.478242533043684,0.27120176,0.29891405,0.4117739,0.6117406,0.42824787,0.35546994,0.42097548,0.475517,0.3850832,0.38239902,0.6007299,0.347962
rock.00023.wav,rock,-88.36004,105.4332,-24.50932,41.850685,-22.360504,23.726532,-19.787085,15.147273,-27.103642,13.853663,-15.209694,8.935021,-12.798515,0.13569559,19.40486033736849,17.146179117017816,19.837169406332745,18.54161356970903,19.700820989889866,19.16350358314262,42.89451673801515,0.20126544,0.16133207,0.3263276,0.3942025,0.23102947,0.40821695,0.30001166,0.37270534,0.28040883,0.24625927,0.38271222,0.22688441
rock.00024.wav,rock,-52.480682,99.70796,-47.386406,47.01759,-21.017344,22.883759,-18.278618,13.886501,-23.446274,13.51214,-18.663303,5.705186,-12.890456,0.15654169,18.76400465691302,14.95261103811691,16.99077228676558,16.689094459532452,18.42269420809082,19.59713048183394,42.565314574325214,0.32633004,0.35424802,0.5404049,0.34196573,0.38074914,0.3764397,0.58502907,0.40148827,0.35659203,0.49522543,0.33347982,0.3696339
rock.00025.wav,rock,-47.04379,95.77823,-43.917877,52.071087,-22.550802,20.861921,-18.675611,19.246445,-21.253605,21.88196,-19.212608,9.452245,-12.584075,0.1491075,20.081858187756108,13.594325043535749,16.72534353316213,15.90949590701147,16.342345250910864,19.090690075805007,43.43375022952951,0.3540295,0.29037765,0.3168545,0.3837644,0.44931042,0.37318292,0.3604602,0.45419815,0.49781954,0.574989,0.49104425,0.43551204
rock.00026.wav,rock,-58.981987,106.57721,-31.803864,47.910946,-17.425423,27.75524,-14.010047,22.419035,-20.549543,19.562534,-14.581267,10.176433,-10.946365,0.15266521,19.32761736154178,14.563127956498484,17.522789521031505,17.317997897473756,17.04189207551389,18.190746471503033,42.5825660094087,0.45060146,0.33721548,0.5086101,0.2646278,0.30958912,0.49969468,0.4062248,0.4976214,0.3303146,0.390952,0.30025253,0.30417183
rock.00027.wav,rock,-123.34534,74.88168,-17.058035,31.609985,2.5446815,17.32831,-3.8152325,9.7234535,-7.237524,11.2586565,0.38198882,3.4685218,1.663686,0.07916758,17.595369174542714,15.96788049862001,17.694241771059616,17.91038164382781,17.78167790539302,18.173581101817803,20.05243856728134,0.31874844,0.35172153,0.3573939,0.44252998,0.38809165,0.5323451,0.47069454,0.37323067,0.42527884,0.40468165,0.4468455,0.31869012
rock.00028.wav,rock,-92.63433,101.83766,-33.491867,48.725113,12.398135,20.813831,8.697565,9.275422,2.7734897,5.2337246,-9.328545,-3.4863636,-4.3603806,0.13878995,19.691482348356075,16.208845047567255,17.31115619310784,18.026926333885104,20.118324547147143,19.848529755794367,17.690538823268213,0.4067876,0.3928237,0.3863108,0.40763658,0.3505901,0.47615096,0.34099677,0.37515575,0.49513403,0.5510219,0.6587958,0.4723966
rock.00029.wav,rock,-42.399296,85.04793,-7.3838058,40.714485,-1.0092217,18.923359,-3.5411758,5.871917,-5.0200567,4.245414,-3.1746843,-0.5802536,-0.52992374,0.18004455,20.37346673911461,14.139162810711554,17.545666191446564,17.161170054409183,17.570750940379384,16.509408375083144,18.526259405246716,0.5636339,0.5041082,0.51625395,0.35889307,0.34416112,0.3668449,0.40786487,0.47468334,0.3479701,0.38586456,0.3456048,0.40659988
rock.00030.wav,rock,-131.4277,67.74452,32.89004,34.585876,-3.2927597,21.882212,-5.809261,10.232336,-7.0489717,2.2989485,-4.3683047,-3.317443,-6.280927,0.096469395,23.197802220485656,15.350891121704949,18.639902388771162,17.540877602782903,18.445193587708008,16.869957757522876,17.881883774206916,0.27179003,0.3426921,0.53264755,0.47975662,0.51824456,0.44101095,0.33122277,0.2643921,0.36808157,0.4140651,0.3386222,0.3800062
rock.00031.wav,rock,-89.08187,81.389336,-12.564247,22.778366,-7.066863,-0.49518725,2.7513535,-3.4457023,-7.7104874,-0.84374905,-4.8830285,-2.6869316,-5.2926173,0.12614734,18.26047778307374,14.897933437082578,18.593666962710426,19.58808237721683,18.700466737699507,18.714431036613362,15.415137769193407,0.3283068,0.31798866,0.5181103,0.2924145,0.32817128,0.35760146,0.44625762,0.542659,0.27932477,0.30988768,0.33697206,0.37294397
rock.00032.wav,rock,-26.406563,85.88428,-17.211609,35.311554,9.982888,10.665746,1.3990859,4.5759234,-0.12147766,2.0990708,0.32295224,5.3930078,-1.0125064,0.22182517,19.19308070703784,16.077684918234105,19.031302462882863,18.450109382545374,19.329124239427113,18.138856781385925,16.95167077905743,0.42931738,0.34788498,0.45153752,0.3328011,0.414466,0.3682448,0.36733568,0.36789897,0.33914757,0.46868324,0.32303217,0.38943228
